cacc_doc_it_uuid,cacc_doc_uuid,cbus_part_uuid,ccost_ctr_uuid,ccreation_date,cdoc_date,cfiscyear,cfix_asset_uuid,cglacct,cnote_hd,cnote_it,coedpartner,coedref_f_id,coff_glacct,cposting_date,cprofitctr_uuid,kcbalance_currcomp,kccredit_currcomp,kcdebit_currcomp,tbus_part_uuid,tcost_ctr_uuid,tfix_asset_uuid,tglacct,toff_glacct,tproduct_type,tproduct_uuid,tprofitctr_uuid
14,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNBLM0335,-1039.64,1039.64,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Balmes 335
15,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNRCF0219,-363.58,363.58,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Rocafort 219
16,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSVLCRDC0044,-660.84,660.84,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Rodríguez de Cepeda 44
17,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNNAP0206,-287.73,287.73,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Nápoles 206
18,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSVLCSAL0046,-444.02,444.02,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Salamanca 46
19,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNMAD0110,-217.34,217.34,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Avinguda Madrid 110
20,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNENT0069,-532.64,532.64,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Entença 69
21,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNMUN0448,-349.04,349.04,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Muntaner 448-450 edificio
22,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSMADGTF038,-491.46,491.46,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Getafe edificio
23,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSVLCFAC0002,-318.05,318.05,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Paseo Facultades 2 Edificio
24,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNCOR0396,-93.54,93.54,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Còrsega 396
25,240000001450,VDS0000001,,2024-07-09T00:00:00,2024-07-05,2024,,434000,COBRO SE-24-13 + SE-24-14 VANDOR,COBRO SE-24-13 + SE-24-14 VANDOR,,2675,572977,2024-07-05,CTSBCNCON0012,-49.69,49.69,0.0,"VANDOR REAL ESTATE SOCIMI, S.A.",Not Assigned,Not Assigned,"Accounts Receivables, Partner Companies",CAES572977,Not Assigned,Not Assigned,Concordia 12 edificio
2,200000001086,,,2024-07-03T00:00:00,2024-06-25,2024,,472001,OPEMHO APERTURA PUERTA,OPEMHO APERTURA PUERTA,P20998,CTFP-1226-2024,410000,2024-07-03,AT-CTSBCNNAP0206,17.85,0.0,17.85,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Nàpols 206
2,200000001087,,,2024-07-03T00:00:00,2024-06-25,2024,,472001,OPEMHO APERTURA PUERTA,OPEMHO APERTURA PUERTA,,CTFP-1227-2024,410000,2024-07-03,AT-CTSBCNNAP0206,-17.85,17.85,0.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Nàpols 206
2,200000001134,,,2024-07-08T00:00:00,2024-07-02,2024,,472001,VANDOR ALQUILER OFICINA JULIO,VANDOR ALQUILER OFICINA JULIO,LC-2024-0119,CTFP-1195-2024,403000,2024-07-05,CTS01,1512,0.0,1512.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,"Trade Account Payables, Group Companies (EUR)",Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001135,,,2024-07-08T00:00:00,2024-07-01,2024,,472001,TELEFONICA JUNIO,TELEFONICA JUNIO,28-G4M0-049175,CTFP-1274-2024,410000,2024-07-08,CTS01,5.04,0.0,5.04,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001136,,,2024-07-08T00:00:00,2024-07-01,2024,,472001,TELEFONICA JUNIO,TELEFONICA JUNIO,28-G4U1-072391,CTFP-1275-2024,410000,2024-07-08,CTS01,1.13,0.0,1.13,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001137,,,2024-07-08T00:00:00,2024-07-01,2024,,472001,TELEFONICA JUNIO,TELEFONICA JUNIO,TA7DM0092488,CTFP-1276-2024,410000,2024-07-08,CTS01,56.7,0.0,56.7,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001138,,,2024-07-08T00:00:00,2024-07-01,2024,,472001,LACKANTON PARKING MOTO MANU JULIO,LACKANTON PARKING MOTO MANU JULIO,24/0060/001745,CTFP-1277-2024,410000,2024-07-08,CTS01,8.43,0.0,8.43,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001140,,,2024-07-08T00:00:00,2024-06-30,2024,,472001,CLEAN & HOME JUNIO,CLEAN & HOME JUNIO,V0 / 241514,CTFP-1279-2024,410000,2024-07-08,AT-CTSBCNBLM0335,938.19,0.0,938.19,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Balmes 335
2,200000001141,,,2024-07-08T00:00:00,2024-06-30,2024,,472001,CLEAN & HOME JUNIO,CLEAN & HOME JUNIO,V0 / 241515,CTFP-1280-2024,410000,2024-07-08,AT-CTSBCNMUN0448,166.32,0.0,166.32,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Muntaner 448
2,200000001142,,,2024-07-08T00:00:00,2024-06-30,2024,,472001,CLEAN & HOME JUNIO,CLEAN & HOME JUNIO,V0 / 241518,CTFP-1281-2024,410000,2024-07-08,AT-CTSBCNNAP0206,196.44,0.0,196.44,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Nàpols 206
2,200000001143,,,2024-07-08T00:00:00,2024-06-30,2024,,472001,CLEAN & HOME JUNIO,CLEAN & HOME JUNIO,V0 / 241520,CTFP-1282-2024,410000,2024-07-08,AT-CTSBCNENC0160,32.07,0.0,32.07,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,L'Encarnació 160
2,200000001144,,,2024-07-08T00:00:00,2024-06-30,2024,,472001,360 RRHH LIMPIEZAS JUNIO,360 RRHH LIMPIEZAS JUNIO,004/000101,CTFP-1283-2024,410000,2024-07-08,AT-CTSBCNRCF0219,255.26,0.0,255.26,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Rocafort 219
2,200000001145,,,2024-07-08T00:00:00,2024-06-30,2024,,472001,360 RRHH LIMPIEZAS JUNIO,360 RRHH LIMPIEZAS JUNIO,004/000102,CTFP-1284-2024,410000,2024-07-08,AT-CTSBCNCOR0207,205.28,0.0,205.28,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Còrsega 207
2,200000001146,,,2024-07-08T00:00:00,2024-06-30,2024,,472001,360 RRHH LIMPIEZAS JUNIO,360 RRHH LIMPIEZAS JUNIO,004/000103,CTFP-1285-2024,410000,2024-07-08,AT-CTSBCNAVM0110,253.47,0.0,253.47,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Av Madrid 110
2,200000001147,,,2024-07-08T00:00:00,2024-06-26,2024,,472001,INTERDOMICILIO LIMPIEZAS JUNIO,INTERDOMICILIO LIMPIEZAS JUNIO,F789/24,CTFP-1286-2024,410000,2024-07-08,AT-CTSVLCSAL0046,272,0.0,272.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Salamanca 46
2,200000001148,,,2024-07-08T00:00:00,2024-06-26,2024,,472001,SPOTAHOME HIBIKI MIYAHARA,SPOTAHOME HIBIKI MIYAHARA,ES24-06-03836,CTFP-1287-2024,410000,2024-07-08,CTSVLCRDC0044,41.64,0.0,41.64,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Rodríguez de Cepeda 44
3,200000001149,,,2024-07-08T00:00:00,2024-07-01,2024,,472001,SUPERMETRICS JULIO,SUPERMETRICS JULIO,TXN_3PXOZV2MJH4XVMMX1BBIDZII,CTFP-1288-2024,410000,2024-07-08,CTS01,26.04,0.0,26.04,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001150,,,2024-07-08T00:00:00,2024-07-01,2024,,472001,META ADS JULIO,META ADS JULIO,FBADS-134-103507882,CTFP-1289-2024,410000,2024-07-08,CTS01,5.97,0.0,5.97,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001151,,,2024-07-09T00:00:00,2024-07-02,2024,,472001,MAKE CORE PLAN 10000 OPERATIONS JULIO,MAKE CORE PLAN 10000 OPERATIONS JULIO,FE303BC3-0001,CTFP-1290-2024,410000,2024-07-09,CTS01,2.14,0.0,2.14,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
4,200000001152,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,F2404896,CTFP-1291-2024,410000,2024-07-01,CTSBCNBLM0335,8.61,0.0,8.61,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Balmes 335
5,200000001152,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,F2404896,CTFP-1291-2024,410000,2024-07-01,CTSBCNNAP0206,8.61,0.0,8.61,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Nápoles 206
6,200000001152,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,F2404896,CTFP-1291-2024,410000,2024-07-01,CTSBCNMAD0110,8.61,0.0,8.61,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Avinguda Madrid 110
4,200000001153,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,,CTFP-1292-2024,410000,2024-07-01,CTSBCNBLM0335,-8.61,8.61,0.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Balmes 335
5,200000001153,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,,CTFP-1292-2024,410000,2024-07-01,CTSBCNNAP0206,-8.61,8.61,0.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Nápoles 206
6,200000001153,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,,CTFP-1292-2024,410000,2024-07-01,CTSBCNMAD0110,-8.61,8.61,0.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Avinguda Madrid 110
4,200000001154,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,F2404896,CTFP-1293-2024,410000,2024-07-09,CTSBCNBLM0335,8.61,0.0,8.61,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Balmes 335
5,200000001154,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,F2404896,CTFP-1293-2024,410000,2024-07-09,CTSBCNNAP0206,8.61,0.0,8.61,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Nápoles 206
6,200000001154,,,2024-07-09T00:00:00,2024-07-01,2024,,472001,ROOMONITOR JULIO,ROOMONITOR JULIO,F2404896,CTFP-1293-2024,410000,2024-07-09,CTSBCNMAD0110,8.61,0.0,8.61,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Avinguda Madrid 110
2,200000001155,,,2024-07-09T00:00:00,2024-07-03,2024,,472001,IDEALISTA JULIO,IDEALISTA JULIO,3877344,CTFP-1294-2024,410000,2024-07-09,CTS01,153.56,0.0,153.56,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001156,,,2024-07-09T00:00:00,2024-07-05,2024,,472001,SEMRUSH JULIO,SEMRUSH JULIO,K6DSHCBG95W3CLF6,CTFP-1295-2024,410000,2024-07-09,CTS01,46.15,0.0,46.15,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001157,,,2024-07-09T00:00:00,2024-07-06,2024,,472001,LINKTREE JULIO,LINKTREE JULIO,LT-12132215,CTFP-1296-2024,410000,2024-07-09,CTS01,4.62,0.0,4.62,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001158,,,2024-07-10T00:00:00,2024-07-06,2024,,472001,META ADS JULIO,META ADS JULIO,FBADS-134-103521562,CTFP-1297-2024,410000,2024-07-10,CTS01,5.86,0.0,5.86,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001159,,,2024-07-10T00:00:00,2024-03-25,2024,,472001,SEGURCLAU COPIA LLAVES INTERDOMICILIO,SEGURCLAU COPIA LLAVES INTERDOMICILIO,PRO/1417365,CTFP-1298-2024,410000,2024-07-10,AT-CTSBCNCOR0207,5.08,0.0,5.08,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Còrsega 207
2,200000001160,,,2024-07-10T00:00:00,2024-07-04,2024,,472001,GARRIGUES SERVICIOS SOCIETARIOS 3ºT 2024,GARRIGUES SERVICIOS SOCIETARIOS 3ºT 2024,10970894,CTFP-1299-2024,410000,2024-07-10,CTS01,630,0.0,630.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001161,,,2024-07-12T00:00:00,2024-03-04,2024,,472001,UNIRESI TACAME GUZMAN VICTOR,UNIRESI TACAME GUZMAN VICTOR,ESP2024030001,CTFP-1300-2024,410000,2024-07-12,CTSVLCFAC0002,27.97,0.0,27.97,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Paseo Facultades 2 Edificio
2,200000001162,,,2024-07-15T00:00:00,2024-06-11,2024,,472001,BESERVICES PORTATIL HP 250 G10,BESERVICES PORTATIL HP 250 G10,2400312.,CTFP-1301-2024,523000,2024-07-15,CTS01,186.13,0.0,186.13,Not Assigned,Not Assigned,Not Assigned,CAES472001,Short-Term Fixed Assets Suppliers,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001163,,,2024-07-15T00:00:00,2024-07-13,2024,,472001,RENFE TREN VLC-BCN CENA VERANO,RENFE TREN VLC-BCN CENA VERANO,VJ00000014537568,CTFP-1302-2024,410000,2024-07-15,CTS01,5.43,0.0,5.43,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001164,,,2024-07-15T00:00:00,2024-07-13,2024,,472001,RENFE TREN VLC-BCN CENA VERANO,RENFE TREN VLC-BCN CENA VERANO,VJ00000014537574,CTFP-1303-2024,410000,2024-07-15,CTS01,5.43,0.0,5.43,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001165,,,2024-07-15T00:00:00,2024-07-13,2024,,472001,RENFE TREN VLC-BCN CENA VERANO,RENFE TREN VLC-BCN CENA VERANO,VJ00000014537580,CTFP-1304-2024,410000,2024-07-15,CTS01,5.43,0.0,5.43,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001166,,,2024-07-15T00:00:00,2024-07-13,2024,,472001,RENFE TREN VLC-BCN CENA VERANO,RENFE TREN VLC-BCN CENA VERANO,,CTFP-1305-2024,410000,2024-07-15,CTS01,-5.43,5.43,0.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001167,,,2024-07-15T00:00:00,2024-07-13,2024,,472001,RENFE TREN VLC-BCN CENA VERANO,RENFE TREN VLC-BCN CENA VERANO,VJ00000014537580,CTFP-1306-2024,410000,2024-07-15,CTS01,4.29,0.0,4.29,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001168,,,2024-07-15T00:00:00,2024-07-13,2024,,472001,RENFE TREN VLC-BCN CENA VERANO,RENFE TREN VLC-BCN CENA VERANO,VJ00000014537586,CTFP-1307-2024,410000,2024-07-15,CTS01,4.29,0.0,4.29,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001169,,,2024-07-15T00:00:00,2024-07-08,2024,,472001,SIGNATURIT JULIO,SIGNATURIT JULIO,INV-000078491,CTFP-1308-2024,410000,2024-07-15,CTS01,17.9,0.0,17.9,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001170,,,2024-07-16T00:00:00,2024-07-11,2024,,472001,CANVA JULIO,CANVA JULIO,04209-26216616,CTFP-1309-2024,410000,2024-07-16,CTS01,2.94,0.0,2.94,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001171,,,2024-07-16T00:00:00,2024-07-11,2024,,472001,META ADS JULIO,META ADS JULIO,FBADS-134-103535083,CTFP-1310-2024,410000,2024-07-16,CTS01,5.99,0.0,5.99,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001172,,,2024-07-16T00:00:00,2024-06-30,2024,,472001,AMAZON BOLSAS LAVANDERIA ESCUELA,AMAZON BOLSAS LAVANDERIA ESCUELA,ES4JLBJABEI,CTFP-1311-2024,410000,2024-07-16,AT-CTSBCNBLM0335,13.78,0.0,13.78,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Balmes 335
3,200000001173,,,2024-07-16T00:00:00,2024-07-02,2024,,472001,AMAZON BOLSAS LAVANDERIA ESCUELA,AMAZON BOLSAS LAVANDERIA ESCUELA,ES4JTDIABEI,CTFP-1312-2024,410000,2024-07-16,AT-CTSBCNBLM0335,12.4,0.0,12.4,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Balmes 335
2,200000001174,,,2024-07-16T00:00:00,2024-07-01,2024,,472001,LORUM GESTION OPERATIVA JULIO,LORUM GESTION OPERATIVA JULIO,109,CTFP-1313-2024,410000,2024-07-16,CTS01,52.5,0.0,52.5,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
3,200000001175,,,2024-07-17T00:00:00,2024-07-14,2024,,472001,ADOBE JULIO,ADOBE JULIO,IEE2024008015484,CTFP-1314-2024,410000,2024-07-17,CTS01,15.43,0.0,15.43,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001176,,,2024-07-17T00:00:00,2024-07-01,2024,,472001,LORUM SOPORTE EVOLUTIVO JUNIO 1.5 HS,LORUM SOPORTE EVOLUTIVO JUNIO 1.5 HS,115,CTFP-1315-2024,410000,2024-07-17,CTS01,23.31,0.0,23.31,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001177,,,2024-07-17T00:00:00,2024-07-01,2024,,472001,CBI CLOUD JULIO,CBI CLOUD JULIO,00 / 273 / 25,CTFP-1316-2024,410000,2024-07-17,CTS01,6.3,0.0,6.3,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001178,,,2024-07-17T00:00:00,2024-07-01,2024,,472001,BESERVICES LICENCIAS JULIO,BESERVICES LICENCIAS JULIO,247018,CTFP-1317-2024,410000,2024-07-17,CTS01,265,0.0,265.0,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001179,,,2024-07-17T00:00:00,2024-07-01,2024,,472001,BESERVICES LICENCIAS JULIO,BESERVICES LICENCIAS JULIO,247062,CTFP-1318-2024,410000,2024-07-17,CTS01,1.58,0.0,1.58,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001180,,,2024-07-17T00:00:00,2024-07-01,2024,,472001,RENFE CARO SCAGLIARINI MADRID,RENFE CARO SCAGLIARINI MADRID,VJ00000014470963,CTFP-1319-2024,410000,2024-07-17,CTS01,4.45,0.0,4.45,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001181,,,2024-07-17T00:00:00,2024-07-01,2024,,472001,RENFE CARO SCAGLIARINI MADRID,RENFE CARO SCAGLIARINI MADRID,VJ00000014470964,CTFP-1320-2024,410000,2024-07-17,CTS01,4.65,0.0,4.65,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001182,,,2024-07-17T00:00:00,2024-07-01,2024,,472001,CHEQUE GOURMET JULIO,CHEQUE GOURMET JULIO,1418571,CTFP-1321-2024,410000,2024-07-17,CTS01,1.52,0.0,1.52,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,200000001183,,,2024-07-17T00:00:00,2024-07-02,2024,,472001,INTERDOMICILIO LIMPIEZA SALIDA JULIO,INTERDOMICILIO LIMPIEZA SALIDA JULIO,F727/24,CTFP-1322-2024,410000,2024-07-17,AT-CTSBCNTDG0043,44.73,0.0,44.73,Not Assigned,Not Assigned,Not Assigned,CAES472001,Accounts Payables on Services Received (EUR),Not Assigned,Not Assigned,Travessera de Gràcia 43
